StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.2,Q2.3,Q3.1,Q4.1_1,Q4.2_1,Q5.1_1,Q5.2_1,Q6.1_1,Q6.2_1,Q7.1_1,Q7.2_1,Q8.1_1,Q8.2_1,Q9.1_1,Q9.2_1,Q10.1_1,Q10.2_1,Q11.1_1,Q11.2_1,Q12.1_1,Q12.2_1,Q13.1_1,Q13.2_1,Q14.1_1,Q14.2_1,Q15.1_1,Q15.2_1,Q16.1_1,Q16.2_1,Q17.1_1,Q17.2_1,Q18.1_1,Q18.2_1,Q19.1_1,Q19.2_1,Q20.1_1,Q20.2_1,Q21.1_1,Q21.2_1,Q22.1_1,Q22.2_1,Q23.1_1,Q23.2_1,Q24.1_1,Q24.2_1,Q25.1_1,Q25.2_1,Q26.1_1,Q26.2_1,Q27.1_1,Q27.2_1,Q28.1_1,Q28.2_1,Q29.1_1,Q29.2_1,Q30.1_1,Q30.2_1,Q31.2_1,Q31.2_2,Q31.2_3,Q31.2_4,Q31.2_5,Q31.2_6,Q31.2_7,Q31.2_8,Q31.2_9,Q31.2_10,Q31.2_11,Q31.2_12,Q31.2_13,Q31.2_14,Q31.2_15,Q31.2_16,Q31.2_17,Q31.2_18,Q31.2_19,Q31.2_20,Q31.2_21,Q31.2_22,Q31.2_23,Q31.2_24,Q31.2_25,Q31.2_26,Q31.2_27,Q31.2_28,Q31.2_29,Q31.2_30,Q31.2_31,Q31.2_32,Q31.2_33,Q31.2_34,Q31.2_35,Q31.2_36,Q31.2_37,Q31.2_38,Q31.2_39,Q31.2_40,Q31.2_41,Q31.2_42,Q31.2_43,Q31.2_44,Q31.2_45
01/02/2019 05:11,01/02/2019 05:29,IP Address,82.132.242.205,100,1063,TRUE,01/02/2019 05:29,R_1cSd9C60G4jpKm9,,,,,51.49639893,-0.122406006,anonymous,EN,20,Female,"Yes, I consent",,,43,19,,,,,53,33,,,,,,,24,8,,,25,14,,,89,50,,,,,,,,,67,41,,,,,61,74,85,84,,,,,,,,,88,73,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree
01/02/2019 09:27,01/02/2019 09:37,IP Address,86.45.57.170,100,582,TRUE,01/02/2019 09:37,R_0iDtLl2RH3beBb3,,,,,53.97279358,-6.718902588,anonymous,EN,20,Female,"Yes, I consent",,,49,39,,,,,71,33,,,74,52,,,,,91,88,,,,,,,,,70,82,60,10,,,,,,,87,94,,,,,,,90,100,94,100,,,,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree
01/02/2019 11:53,01/02/2019 12:34,IP Address,205.189.38.231,100,2447,TRUE,01/02/2019 12:34,R_2X0t8COcpdMQW1B,,,,,43.74499512,-79.35900116,anonymous,EN,29,Female,"Yes, I consent",,,,,66,52,71,50,,,,,47,37,,,,,,,,,70,70,,,83,83,,,,,92,95,,,,,86,88,,,,,93,81,,,,,80,80,,,Strongly Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree
01/02/2019 14:20,01/02/2019 14:32,IP Address,82.42.210.160,100,729,TRUE,01/02/2019 14:32,R_3QQ0XUfdApKArCV,,,,,51.51579285,-0.423400879,anonymous,EN,20,Male,"Yes, I consent",93,87,,,,,,,,,57,82,,,86,19,,,92,41,,,,,,,68,20,,,,,86,16,,,89,86,,,,,,,94,37,,,,,97,11,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Moderately Disagree
30/01/2019 14:33,01/02/2019 15:02,IP Address,86.26.49.50,100,174558,TRUE,01/02/2019 15:02,R_1PedknaiPmp5Uzm,,,,,53.64900208,-1.784194946,anonymous,EN,26,Female,"Yes, I consent",100,100,,,,,50,27,,,,,,,,,10,10,,,100,100,,,,,,,67,62,,,,,13,27,,,,,20,46,67,58,,,,,100,100,,,,,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree
01/02/2019 15:24,01/02/2019 15:36,IP Address,82.7.140.15,100,700,TRUE,01/02/2019 15:36,R_DIENjvqQlTgqpa1,,,,,54.58329773,-5.933303833,anonymous,EN,21,Female,"Yes, I consent",,,44,30,,,,,,,57,53,43,19,,,,,,,56,52,,,,,,,35,37,,,,,44,49,,,79,81,,,,,,,59,65,,,,,70,73,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree
01/02/2019 12:03,01/02/2019 15:40,IP Address,31.208.130.119,100,13053,TRUE,01/02/2019 15:40,R_2fx00MxgyrPVbu1,,,,,63.29089355,18.71530151,anonymous,EN,21,Male,"Yes, I consent",,,,,45,40,,,70,80,,,,,,,45,40,,,50,40,,,65,55,,,,,,,,,70,70,80,80,,,,,85,85,,,,,85,85,,,,,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Agree
01/02/2019 18:39,01/02/2019 19:08,IP Address,82.42.210.160,100,1709,TRUE,01/02/2019 19:08,R_1daVwnda6hUUO2O,,,,,51.51579285,-0.423400879,anonymous,EN,19,Male,"Yes, I consent",65,60,,,,,,,,,60,66,58,39,,,,,60,70,,,,,,,40,20,,,,,51,30,,,,,70,90,,,,,80,96,,,80,71,,,,,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Agree
01/02/2019 19:46,01/02/2019 20:10,IP Address,82.38.12.77,100,1420,TRUE,01/02/2019 20:10,R_2Eufwir9tEV5WcO,,,,,51.4335022,-2.547195435,anonymous,EN,24,Male,"Yes, I consent",,,50,65,,,,,,,60,80,,,,,50,50,,,,,60,70,,,,,65,60,60,75,,,,,,,,,70,65,70,50,,,,,,,60,60,,,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree
02/02/2019 03:31,02/02/2019 03:42,IP Address,82.21.24.80,100,674,TRUE,02/02/2019 03:42,R_R8L50PCypDYuccp,,,,,54.58329773,-5.933303833,anonymous,EN,21,Male,"Yes, I consent",,,,,20,100,45,30,,,,,20,2,,,,,,,40,20,,,70,60,,,,,,,40,3,,,90,100,,,,,,,80,100,,,,,,,60,70,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree
02/02/2019 03:40,02/02/2019 03:57,IP Address,86.146.177.3,100,991,TRUE,02/02/2019 03:57,R_1QLaufbOVfdLA4k,,,,,51.50849915,-0.125701904,anonymous,EN,27,Female,"Yes, I consent",70,60,,,,,,,50,30,,,,,,,35,10,70,65,,,,,,,,,80,70,,,,,45,76,,,50,25,,,,,,,90,87,80,75,,,,,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree
02/02/2019 04:11,02/02/2019 04:21,IP Address,92.13.236.229,100,594,TRUE,02/02/2019 04:21,R_3ez9IPcjLHSxtXs,,,,,54.86940002,-6.50390625,anonymous,EN,20,Male,"Yes, I consent",,,,,6,10,,,63,66,,,,,72,79,,,2,7,,,,,12,7,,,,,38,63,,,,,,,,,73,68,73,62,,,,,,,0,0,,,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Disagree
03/02/2019 07:22,03/02/2019 07:34,IP Address,82.21.98.220,100,713,TRUE,03/02/2019 07:34,R_3QDil1XPEhCFM2j,,,,,54.58329773,-5.933303833,anonymous,EN,53,Female,"Yes, I consent",,,80,82,,,,,,,68,71,39,70,,,,,,,49,25,,,39,31,,,,,41,58,,,,,,,69,81,,,,,78,42,,,71,62,,,,,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree
03/02/2019 00:46,03/02/2019 10:39,IP Address,82.21.98.250,100,35579,TRUE,03/02/2019 10:39,R_3lXGUjybC8tNY6Y,,,,,54.58329773,-5.933303833,anonymous,EN,52,male,"Yes, I consent",,,,,20,11,29,50,,,,,20,19,,,,,71,87,,,,,,,,,51,30,61,61,,,,,,,71,85,,,,,,,61,18,,,72,60,,,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree
03/02/2019 09:57,03/02/2019 10:50,IP Address,212.250.221.253,100,3161,TRUE,03/02/2019 10:50,R_0Op3jyNYFuNJDQ5,,,,,54.58329773,-5.933303833,anonymous,EN,23,Male,"Yes, I consent",,,,,20,10,,,100,10,,,,,,,30,15,,,,,60,10,,,,,50,5,,,95,60,,,,,,,75,40,95,35,,,,,,,,,80,50,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree
03/02/2019 10:55,03/02/2019 11:04,IP Address,2.127.209.229,100,557,TRUE,03/02/2019 11:04,R_tMttKJoCcj8DpkZ,,,,,54.58329773,-5.933303833,anonymous,EN,22,Female,"Yes, I consent",,,60,40,,,,,,,60,50,80,70,,,,,,,70,65,,,,,70,70,,,,,45,45,,,,,,,70,80,70,55,,,,,,,,,60,55,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree
03/02/2019 13:59,03/02/2019 14:14,IP Address,131.111.185.45,100,936,TRUE,03/02/2019 14:14,R_3sj3WbwlyQtMVz5,,,,,52.19099426,0.124893188,anonymous,EN,21,female,"Yes, I consent",,,20,5,,,70,40,,,,,,,,,15,,,,,,60,60,40,20,,,,,,,,,20,10,70,70,,,,,,,90,70,,,80,80,,,,,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree
03/02/2019 15:17,03/02/2019 15:26,IP Address,5.151.28.224,100,509,TRUE,03/02/2019 15:26,R_2TRetWVTTh6PP17,,,,,54.6598053,-5.908599854,anonymous,EN,19,Female,"Yes, I consent",,,,,15,34,,,29,45,,,,,39,69,,,,,62,72,,,,,,,31,44,51,55,,,,,,,65,88,,,,,61,87,,,,,,,86,100,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree
04/02/2019 09:48,04/02/2019 10:01,IP Address,85.255.235.0,100,759,TRUE,04/02/2019 10:01,R_2qCMZJsTFtbw2Zg,,,,,51.49639893,-0.122406006,anonymous,EN,20,Male,"Yes, I consent",85,91,,,,,,,,,80,15,74,79,,,,,95,100,,,,,32,23,,,,,,,,,87,30,,,,,80,99,,,,,68,13,,,92,96,,,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree
04/02/2019 15:20,04/02/2019 15:44,IP Address,80.3.151.180,100,1474,TRUE,04/02/2019 15:44,R_3FXsdKN3ZvozFl7,,,,,54.58329773,-5.933303833,anonymous,EN,50,Male,"Yes, I consent",,,,,42,27,51,72,,,,,,,,,42,63,,,,,40,59,,,27,25,,,61,76,,,,,71,57,,,,,71,68,,,,,71,60,,,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree
02/02/2019 03:50,05/02/2019 04:49,IP Address,143.117.0.17,100,262732,TRUE,05/02/2019 04:49,R_8D5MHs9JOBlqbGF,,,,,54.58329773,-5.933303833,anonymous,EN,22,Male,"Yes, I consent",,,50,30,,,,,,,70,70,60,35,,,,,,,70,50,,,,,60,60,,,,,,,25,20,,,55,70,,,30,20,,,,,90,90,,,,,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree
,,,,,,,,,,,,,,,,,27.87878788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,12.50246729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
