Polarity,Tweet
Negative,@Kettums youtube isnt being very nice to me.  either that or my internet isnt.
Negative,waiting for mom to get home so i can go to the doctor. i hope they find out whats wrong 
Negative,@Jess It is pathetic but I get angry too lol
Negative,@widdkid i wanna visit 
Negative,is in a photog exam  hours-Joyyyyyyy to the world 
Negative,Hi hoooooh! WORK TIME...ugh 
Negative,@neeenurs fuck you nina
Negative,@teainagarden I really really want to read at least one book
Negative,boredddd. i wanted to go to school
Negative,Ok...Im getting up now I swear... Ohhh I dont wanna go to work... 
Negative,My banana opened itself up in my bag this morning. Bad times 
Negative,wish i had my skateboard...too bad its at home 
Negative,@StephanGeyer ... And what about Balotelli? Great foot but no brain... 
Negative,Dark chocolate mocha freddo is AMAZING. From Peets Coffee. It probably has  grams of fat though 
Negative,argh. i forgot to buy buttermilk and frosting for the cupcakes! i guess ill be running back to the store.  - http://bkite.com/rQ
Negative,@jpsarda Got it too!  You can use % if possible...
Negative,@TVXQMicky Omg
Negative,@GambitUK poor thing  find someone to go with you? X
Negative,Day three of moving and we are still cleaning.  http://twitpic.com/tcsw
Negative,@causticchick yeah we are actually otherwise Id love to 
Negative,@taylormcfly omg i hate you soooooo much right now! i wanna go i wanna go! 
Negative,@HeathE this is my new account  when i logged into the other it said I didnt exist.  Sad.
Negative,i need a cold drink 
Negative,@Sarah_Davey no me neither 
Negative,@sarahjaneruby yeah u gotta be  n my mum refuses to put it in her name  todays probly the worst day ever
Negative,I want to fall inlove like that 
Negative,my cat doesnt like when i say omnomnom 
Negative,@oliviamunn Yay! You got referenced via Bing. No link to you site tho 
Negative,Omg today didnt go so well at work and its not over yet 
Negative,my pool water is soooo cold 
Negative,sick again 
Negative,@lemeiner doll its not sunny soooooo 
Negative,Setting up prices is difficult work 
Negative,Oh my gosh! Hes moving to canada. NOOOOOOOO  :( Sad times..
Negative,@loricrocker yes
Negative,youtube takes way to long to upload 
Negative,Im still stuck in this crappy hospital bed! On a Friday! Im missing all the fun! 
Negative,I have to study french ... 
Negative,Just saw a body bag on the side of the highway by an accident. 
Negative,Kelsie Heitman is  ...that was a sad going away party!! http://tinyurl.com/qyzgo
Negative,Hmm.. Seen some nice houses in Milan but i dont think i would compare them  my house in LA! i MISS David  idk how i hav time  dis? Hah x
Negative,So i just found out im not going to p.r to see my dad this summer 
Negative,i think its terribly cruel that the thing that will make me feel better is also the worst thing for me 
Negative,@simplytangerine I think this is stress... 
Negative,Sick and stuck at work. 
Negative,game at :! blahh to early for this shit! :{ the work at  
Negative,I went on MSN and everyone suddenly went offline. 
Negative,@commonchefs @tyroga  I hope you find him soon 
Negative,Chubbs got his ears cleaned. Chubby gonna be allllllllll better really soon. Sorry for waking you pants 
Negative,is working on the client site with no Internet... My brain feels like its missing its external storage backup 
Negative,I actually want to hypnotize the youth who has his mobile phone on speaker playing tinny rap music at full blast in this carriage.. 
Negative,I am cleaning the house.... 
Negative,Internets going soooooo slow  its really annoying
Negative,books are overpowering my room and i wish i had a nice bookshelf. 
Negative,Just got done looking at some pics of my cousin @ciaphareeves prom and graduation that I missed 
Negative,Hey everrbody... Im sick 
Negative,I miss my brain - i wonder where it is now...  
Negative,@sKant black theme doesnt work for the latest beta release  
Negative,things i dont like about summertime in the south: humidity &amp; bugs  
Negative,@Meshelleelaine My phone is SOOOO dead. As usual. 
Negative,Trying to get my dreams
Negative,Finished open mic
Negative,@WCMS good mornin Ray and J. I slept thru the mind bender. 
Negative,@wes Unfortunately that is correct. It was a victim of budget cuts and a couple sub-par graduating classes 
Negative,I think my forehead is growing! Head hurts too bad hrs of pain 
Negative,http://twitpic.com/qdz - This sweet cat wandered into my house for a few hours today
Negative,must go out tonight! 
Negative,I am going to miss all my stuff at WAHS 
Negative,@elizabethl_ LOL aww i wish my dad would disappear like that.  tomyfather : Fuck you father and happy fat hers day to you.
Negative,@Kardboard oh gosh ECs? i dont think I have any... gotta join clubs right  *sigh what ECs did you have?
Negative,saw the most beautifully formed shelf cloud today! Then I got soaked 
Negative,cant believe my little girl will be  moro!   it goes WAY too fast!!
Negative,sitting in a morning class and crashing fast   I hate it
Negative,@virtuallin I actually really like Taub
Negative,Going to be counting my pennies for awhile. Im going to have to pay the bulk of my car expenses and its  dollars 
Negative,@Heidi_range Apparently
Negative,Really want to attend @wordcampnz in August
Negative,@RyanSeacrest I know
Negative,@zazenergy Was looking forward to meet you at the next German AUG... heard that Valerie is coming instead of you 
Negative,@jaytaplin i have to say
Negative,Sitting @ home work @  
Negative,was forced to wake up early.  boo
Negative,how can a confession from a loved one be such a shock even though you knew about it long before they admitted it to you??? 
Negative,aww i just realized i think the sexy chocolate at my job is on his honeymoon  another one bites the dust
Negative,too bad the ambien is in the car...could sure use something  turn my mind off night.ugh.lib wont even cuddle yet  well gnight friends
Negative,I cant believe people sometimes. Greed and stupidity. 
Negative,Hey I cant get it to play 
Negative,I dont want to go to portsea again tomorrow 
Negative,@barbchamberlain Ive been having trouble *following* people lately
Negative,enjoying this nice weather then work pm-am 
Negative,I cant wait till my replacement phone gets here
Negative,@RyanSeacrest I wasnt awaaaake  but even if I was Id probably be listening to @Channel instead. SD love.
Negative,@Jonasbrothers hey jb..i think you should be coming to monterrey
Negative,@juliaiiivir Hey! Thats my school! I hate that place. 
Negative,@NigelHoney yep. Thats it. 
Negative,@bobbiec can you let me know if A Taste of Winslowshire is still on for #MIN? I dont see us listed on the website 
Negative,Im bored now 
Negative,Cant sleep  im so over it!!!!!  Not in the mood today. I could have been sleeping this whole time!!!! Kill me
Negative,Deo in your eyes is very painfull 
Negative,I will not try sharing simple wisdom w/ proselytizing
Negative,FYI - @bdulien my INSOMNIA makes me watch lame chick flicks. 
Negative,@anti_is_faggot TABI IM BEGGING YOU 
Negative,@TheseStarkWords haha
Negative,sorry bout that guys. 
Negative,At work!  ...gonna miss the game 
Negative,just finished watching Mei-chan no Shitsuji episode !  more episodes and Im done! Im gonna miss Shibata Rihito 
Negative,@QueenofScots the vet has aged them at  months
Negative,@brockm just like gmails offline mode which doesnt work for me ? 
Negative,Off work and on the way  dinner @ Saltgrass w/ the parents...I always miss them so much whn they leave me in the H and go on nice vacas 
Negative,Is off to bed
Negative,@CRrunsNY me too instead Im here  with Matt  ordering dominos!! and if there is one thing I love more than Olive Garden its UNOs. Tear 
Negative,Leaving Atlantic City...... Didnt win anything 
Negative,@kiannabanks awww thanx girlie ... they changed colors 
Negative,@christinastrain It definitely finished too cleanly...They were trying to hard to have you not want more 
Negative,i just got home from my last day of middle school! its sooo sad  but i have to get my gown on now and put on a happy face!
Negative,Is home alone because the wife is at project grad 
Negative,@KeviKev that...saddens me to the core. 
Negative,stiff neck getting worse. Cant even support my head. Now I have to tilt it to the right side all the time. Neck brace eminent 
Negative,@FrannHairMakeup  *hugs*
Negative,I woke up this morning thinking it was a Sunday... 
Negative,@JesseMcCartney why wont you be in Dallas with NKOTB? Now I cant see you! 
Negative,its a very warm day  me no likie the heat
Negative,Had worked till . am and got up before  am. Today will be the hard day.  Coffee?
Negative,i think i have a little bit of glass in my foot 
Negative,No power= no jerking it 
Negative,@AnthonyTheMason I get jealous of guys who bulk up-sounds like the fun part of a regime. Bulking up is NEVER on the cards with me 
Negative,@dambold @adambrault @junsten awwwww. no landscape keyboard.    ok
Negative,@LStacey yeah cos theres nothing nearby. its not like adding a stop  their tour  sux  us! so count ur blessings over there ;)
Negative,ok well i guess im awake now.... i guess ! 
Negative,In my home packing it all up holding on  the wonderful memories
Negative,Im kinda tired
Negative,Im tripping off how great my shows have been this week
Negative,This made me fear; http://tinyurl.com/dxoz 
Negative,I am so ill  someone come make me feel better
Negative,@domflowers speaking of practice
Negative,iNterViewS coMinG uP...  foR ToDay!!! 
Negative,@jordanknight my sis is sad that ur not in raliegh tomorrow  could u give her a shout out @amygarbo to make her feel better? Please!!
Negative,Leave me alone! 
Negative,@marginatasnaily hope the exercise goes well
Negative,At work  I cant keep my eyes opennn!
Negative,wishing it was am already! im tired of working nites   *tori*
Negative,i dont want to fail english! 
Negative,@Wossy Ugh! Tell me about it! Have succumbed to GMTV advertising and am trying Prition Max strength! 
Negative,i need to get saints row  for xbox i love it but im broke 
Negative,@bandaids not regressing
Negative,come onnn final fantasy xiii and dissidia  ive been waiting too longgg
Negative,Glad to be home
Negative,and it hurts very much.....I am putting off going to the doctors but if it gets any worse I might have too  uggg but it is awesome to see.
Negative,ummmmm... idk really! im kinda out of it rite now  sorry AWW DAYM I JUS SAID IT AGAIN sorry oops I DID IT AGAIN!! yu kno wat? neva mind k?
Negative,@mtvprotege: diddy better hire us I dnt wanna do canadian reality tv anymore 
Negative,still not too convinced...... Today i had Taichi class....but my taichi outfit is still wet...!!! so... no Taichi today... 
Negative,Just found out a friend and his son fell down a ft shaft onto concrete today. They are alive at least. Dont know much else. 
Negative,hate this part 
Negative,@PlayMyShhh when did yall have GOODZ on PMS.  what are you making me 
Negative,Work today 
Negative,But I dont want to get up! 
Negative,@jetlbomb You can watch it online on the Five website
Negative,omg~love-aben forum will make b-day party to a ben? huhu i want to join but i cant..porr me 
Negative,sdafghjkl;jhgnfbdvsdfghjkj i hate things like this 
Negative,@GiulianaRancic I love your new website. But I have to be honest
Negative,@giantsfanatic I miss you too 
Negative,@tikiev I kno!!  we can go back on a weekend u off he loves da company lol
Negative,jesus Im sunburned. but its been a fantastic  year anniversary. I just wish I had the night off 
Negative,Why wont he leave me alone 
Negative,Dont listen to her she doesnt eat anything! Lol   Lonelyandroid ):
Negative,@epicturtle You did 
Negative,...gaaaah! change is good.. i guess. 
Negative,i hope it wont rain on monday.  i am soo excited to go to school and yet... the rain is spoiling the excitement. 
Negative,its pooring! I dont want to ride to work 
Negative,Morning tweeters...leave it to @getonmylevel and @jeja to make my effin morning!!! Ahh I miss you guyz 
Negative,is at work from -:. BOOOOOOOOOO 
Negative,@coldv but he doesnt want to go to therapy! Noo! Lol. Looks like I might either have to get an external drive workin. Or new superdrive 
Negative,no more alfalfa sprouts EVER at au bon pain! at least thats what the sandwich guy told me 
Negative,Damn... I didnt get to finish follow friday 
Negative,@gulpanag yea.. sad  And as far as my information goes
Negative,I feel like shit 
Negative,@ThaRealReBeL   dont say that!
Negative,Tornado warnings mean our DVR didnt get the last half of SYTYCD.    #fb
Negative,NYX Jumbo Pencils are annoying me right now. Nothing will blend right over my white one today for some reason 
Negative,@AmandaHeinl  Hard drive is pooched...   Cant get it fixed till Monday
Negative,Tdy school was rly boring. :pm I was hoping itd be pm so I could use the lapt longer...  Time passes rl fast.
Negative,@dhondhoOni i wanna.. but dnt think my mom wud send mee.. 
Negative,@xvikki its actually busier than I thought
Negative,with all of this Last Man Standing nonsense playing in the Dancehall arena Food Network had Last Cake Standing... oh shucks none fell 
Negative,@mileycyrus Your best friend moves like this summer. That what happens sorry iam so sad right now i just found out 
Negative,Just woke up.. Need to HURRY and get ready for work! But my legs hurt! Sp bad! Ouch! 
Negative,So much for going to see Green Day. My stomach is blah and it didnt help I got no sleep. Im sooooo sorry Dennis! 
Negative,@saynerd @ericajo   GRR! my stupid meebo is disconnecting me every  seconds 
Negative,@MightyJunebugg nooo... as a font connoisseur i can totally relate dude
Negative,@yourimpact sorry to hear about your communitys loss 
Negative,@andrewkew no much  being a loser at home on friday night. You?
Negative,@Katie_ all over the place it was  boo
Negative,DJ names are impossible to come by 
Negative,Thats it .. done editing  items and my bums numb  tweet tweet Oztion http://bit.ly/bIAUY
Negative,i missed someone right now. 
Negative,Mr. Rowe
Negative,anyone else feel like every time you run a demo you find one last bug??? 
Negative,Tough loss for the As again tonight. We showed a lot of fight but couldnt hold off the bottom of the th inning win.  Heres to tomo ...
Negative,@EmmaStOne um...Im trying to post it w/the @ sigh from my phone 
Negative,@LuvsGigglin I dont blame you
Negative,http://img.imageshack.us/img//eafeafbf.jpg I love his hair. 
Negative,@aliiison baahahah i think you were there for the first one when it landed on my essay and then you were gone for the second time. 
Negative,@xvanessashley me? lols jk I miss you 
Negative,fuck im sick of all this sims  talk... I hate you all! ...... someone please get me one 
Negative,@blackflash  Sorry baby. Take some Pepto?
Negative,Finally made some Chai
Negative,If a person is wearin a hoody or a hat it probably means they r having a bad hair day like me rite now lol its rainin and my hair got wet 
Negative,I feel like throwing up! 
Negative,Someone cheer me up
Negative,I need shoes for my wannabe graduation but my feeds are to big 
Negative,@SteveHealy na i work for agency cancelled  hours today 
Negative,@madbrendan serious? What a jip! Spose its tuff shit then  from now on its cpw all the way!
Negative,iPhone tethering might be fast
Negative,FUCK MATH. FUCK EXAMS 
Negative,Oh crap just remembered I left a question out to go back to at the end but never did. I hate history revision 
Negative,Nikayah kissing goodbye to africa  http://twitpic.com/olt
Negative, days left of school. Way too much to be done today. Broke a bottle of wine on kitchen floor
Negative,I met so many people at Gardiner day
Negative,@donniewahlberg wanted  b there but had  come  oklahomas  a funeral  rock out bb cant wait  see pics
Negative,is hamsyong  day i feel useless !!!hha  http://plurk.com/p/bnon
Negative,@dantelewis yeah im good. Tired and not lookin forward to workin this whole weekend. 
Negative,Is hating it all. But missing u. Hardcore. Come back! 
Negative,@jeepjenn well hellooooo sleepovers!!  :-D  For some reason Im seeing hardly any of your tweets.    I have to go to your page to see them
Negative,@holysauce baby where did you go????? i fell asleep and then you were gone! 
Negative,@Hank_Hudson sorry  i guess the upside is that you have accomplished SOMETHING.
Negative,Trying to decipher undocumented SMPP error codes. This stuff will make me old before my time 
Negative,@jodyjodes ohhhhhh lmfao..well i had some but it was in townsquare but it wasnt free tho  lmao
Negative,@gooberbaby but it mostly stopped   why am I tweeting you when I could just say it
Negative,@kateschmitt  The parade was canceled. 
Negative,At work $$... I think Im getting strep throat 
Negative,@GarrettWalt still my birthDAY  you need to sleep.
Negative,I feared waking up to this.  Wow. #iranelection Innocent bystander killed. http://bit.ly/BguyU #iranelection
Negative,@aaronmarshmusic My sympathy man 
Negative,@frankjonen Yeah
Negative,just want to sleep more. 
Negative,@josiann sadly they are not touring this summer  talk about heartbreaking!!
Negative,i dont know what happen.. 
Negative,@jordandaly big brother is very boring 
Negative,To all those on their way to @media have a great  days. Wish i hadnt had to give my seat up 
Negative,back to office    on a holiday...   sob sob...
Negative,@trashlee I am lost. Please help me find a good home. 
Negative,fussy baby  my patients is gerting tested.
Negative,Went all the effing way down there and downloaded the wrong file. No . for me 
Negative,has got really bad belly acheee 
Negative,Int  RME exam tomorrow 
Negative,@hayleighislove Ive not but downstairs claires might but defo no full time
Negative,@barksong Ackk
Negative,@Max_of_SD @yoann Cest un scandale ! 
Negative,forgot my scarf  and also got the worst maths test mark I HAVE EVER RECEIVED. %. I am sad  at least i didnt fail tho. x
Negative,says she misses her childhood friends namely Leah  http://plurk.com/p/xs
Negative,Just packed my stethoscope 
Negative,I miss the rain 
Negative,get up early tomorros  i dont like ;((((
Negative,@datgirlcomedy I read some older twits earlier about the boots on cars and bust out laughing! Macys sales always disappoint me 
Negative,My feet hurt. 
Negative,@AmericanWomannn No... Going to bed now. Besides coffee really is not agreeing with me lately. 
Negative,@bensonk @fogcreekcopilot followed me too.  No Linux support 
Negative,Hospitals are not fun 
Negative,is sad...my friend left for basic training today 
Negative,i want to make an indie film
Negative,Is trying to do homework
Negative,@smacula lol
Negative,Noooo! Five Icons Collumn doesnt work for OS . yet  Booooo!!!
Negative,President Obama on Monday to announce the bankruptcy filing of General Motors
Negative,@ohi_sarah Aww you do care  you missed me. Still no birthday card though 
Negative,getting tired.. think im gonna lay down and fall asleep to watching Grease ! then get to drive back to Eville tomorrow 
Negative,sooo excited going boat today with annie. so mad my screen shattered on my iPhone 
Negative,@gardenstatement Aww
Negative,In bed ready to sleep my arse off. So tired from dancing all day at warehouse. My legs are so so sore right now. 
Negative,Drunken monkey you dont open early enough on Sundays. Now I have to go to starbucks. 
Negative,i guess thats what i get for wanting to work in a hospital! i dont peel dood! 
Negative,@tristan BUT IT HAS MORE PIXELS. Pixels cost money
Negative,Making  pints of India Pale Ale homebrew. Shame it wont be ready for  weeks   litres of homebrew rosÃƒÂ© ready next week.
Negative,Dyrdek fantasy factory meeting went well. Heard Snoop showed. Wish I coulda made it out to LA in time... 
Negative,@kiransingh gotta head to Blackburn to see client tomorrow
Negative,I feel sad now  idk why.
Negative,stomach hurts really bad 
Negative,@deeshore trust me
Negative,@Lizzlie Awwwhhh
Negative,@piratewench OMG.  POOR DAISY.  Its frightening
Negative,@FL_Tara heyyy tara!!! been meaning to write back to ya but been busy at work     how are you?
Negative,rain. rain. go to spain. never show your face again. j/k.. please stop
Negative,@EmmSoo lol well ship some  hackensack kuz Im still effin hunqry 
Negative,World is a scary place. Brother just talked to me about the Texas Syndicate and how predominant they are 
Negative,When does Football season start? 
Negative,My bomb got not aircon  so now the car is fully fogging up! Oh and the car is friking giving out smoke.
Negative,@JayGreasley That sucks! Some people suck
Negative,I was almost done with the test too
Negative,@AwesomeFrank  my fault? What is?
Negative,@spectrumfox That made me 
Negative,@fashiongalca cause I wasnt invited 
Negative,i need updates on the awards 
Negative,I cut my thumb 
Negative,Yea people were calling me. Im going to sac til tuesday or wednesday maybe  i already want to be home
Negative,im gonna be  this weekend!!! 
Negative,@sangalicious i miss going to the states
Negative,Wish I had a Wii 
Negative,work day cut short
Negative,@Cerak ouch! That sucks 
Negative,I met Andy McKee yesterday! But now myspace wont let me add him so I can tell him how much I enjoyed it   Wedding reception today! woo.
Negative,Didnt get to see either of his awesome roomates on his birthday 
Negative,Stephen cant come mini golfing with us  but I have bad cramps and now I can complain all I want 
Negative,@rawrdinosaurz why would you say such a thing 
Negative,@Leena nope I cant  
Negative,AAHH. HAVE A REEEEEEAAAAAAAALLLLLLYYYYYYY BAD HEADACHE.  AAAAAAAHHHHHH
Negative,@madz_xo oh dear! 
Negative,@Fraser Nothing
Negative,Actually on time to school
Negative,can only look at delicious pictures of food and not eat 
Negative,im hun-ger-eee  ramen gets old after a few dozen packs consumed in a matter of months...;
Negative,Well that was a shit game  Oh well! Off to the pub now
Negative,Wow that was good sleep !! My love goes back  work day 
Negative,@Jaykisses OMG...  Im heartbroken!!  She was one of the nicest people I got to know at HU   I was hoping to keep in touch with her!
Negative,@bengillam women troubles!  what else 
Negative,i found another one! i just found a daddy long legs in my house again  what the heck?! i never see spiders!  in one day is creepy.
Negative,Major headache yo!!! This been goin for like  weeks now I think sumthin is wrong wit me 
Negative,@vintagepolka Ohmygosh. I know!!  Its not fair!
Negative,Having to cancel the Son of Robot gig tonight. Luke is in no state to perform after the other nights attack. Disheartening. 
Negative,@MissMoGreen I am so upset yo this girl told me something is due today and its a major part of my grade. BUt I hope shes wrong 
Negative,public holiday
Negative,I just told someone they needed to stop crying in front of steve aoki 
Negative,@theBrandiCyrus me   please please please please please please please please please please follow me @ my other twitter @JoeJisthebest
Negative,is excited ot go shopping tomorrow
Negative,@ohexjess  soon! i cant believe im moving to NYC before california! life is so backwards sometimes. i miss you &amp;want to see you soon!
Negative,@wmhsrebelmom Yea
Negative,Woke up and felt a sharp pain in the back of my leg. No school for me today 
Negative,@Pearl_ROOB @PortiaDaCosta I could buy it and tweet the book to you. Might take awhile in  character spurts 
Negative,Chillin with David at my house. Hes leaving tomorrow   I wont see him for a few weeks  Ill miss my babycakes!
Negative,I feel so tired and down .... I hate allergic coryza 
Negative,@CalebFTSK I wanted to participate
Negative,@albertoyong  Vector Marketing blows.
Negative,has anyone heard anything from anyone in Iran lately? Gone quiet  #iranelection #gr
Negative,@dannygokey hey danny! im from wisconsin too! i was so mad I couldnt go see you when you did the hometown thing  im going to idol live!
Negative,Liberty is suffering today with a fever
Negative,@SueB_ yup u can use APIs in an hour. the thing is that is exactly the reason y i hate twitter clients!they always go over that! 
Negative,only one baby bunny left 
Negative,@gradyj yeah! I better be! Its only days!!!!! It really should be clearing up by now but its not 
Negative,had to give up my seat for #momoams  Was really looking forward to this special edition
Negative,another BEUTIFULL day that i will b indoors   gotta take advantage of that OT while i can!
Negative,@mRsThiCknClaSsY  it was free food
Negative,@affy reply me! 
Negative,@dougiemcfly noooo dougie! u r so cuuuuute like that
Negative,is getting annoyed with twitter! my freakin pic wont show up anymore 
Negative,@jbeva Hahah ohhhh. Well Boo You for going without me  haha.jkjk
Negative,Gah this wrist hurts too much
Negative,Plus I got exploited
Negative,Shoulda went to Hannahs 
Negative,@wafflelovesme Whhhhaaaat  I havent tried that one shitass im getting lonely whats happening with my life lol
Negative,srry!!! i gtg lambs!!! wont be back  a while...  LUVUGUYS!!!! BYE!!!
Negative,@CasseyVee: Apparently yes but its not guarantee though. 
Negative,i feel bad for momo tan... i hope she will find the way out of sadness... 
Negative,found out my dads bin with  other woman! aswell as trying to get back with my mum!! 
Negative,@AneezD still with authorship  hows about u ?
Negative,@sakshijuneja its not out yet. 
Negative,@nadineseq why aargh!? also tried calling u yesterday to ask u if i could go to ure place  sigh! how was delhi? and when are we doing ivy?
Negative,@missjeffreestar OMG! I  Are you still coming to Seattle? I CANT FUCKIN WAIT! Im gonna be all Courtney Love and make friends with you
Negative,@mileycyrus when r u comin to dublin?.. y r u not comin to belfast 
Negative,i dont know what im doin?? 
Negative,@beccaheiser Ugh
Negative,ugh.. praying i havent fucked up for good 
Negative,@allisonfelmet Whats wrong? 
Negative,@xlad Im sorry! Had  nights with little sleep so i was shattered last night 
Negative,@laxscala i miss you marco.i need to talk to youu!!! 
Negative,taylor swift-love story is fucking addicting 
Negative,@tyroga goddam! goes to show that humans as a race have such a long way to go to overcome small-mindedness. makes me ashamed of people. 
Negative,going on a bikeride now i need some freshair im becoming lazy 
Negative,@KevinRuddPM should have linked the airports first 
Negative,sian beloo (my dear cat) kaki dia terbakar 
Negative,trying to do my art essay. i hate art. 
Negative,NEWS: Girls Get Math: Its Culture Thats Skewed: http://tinyurl.com/lokr I still suck at it 
Negative,@kaylacelina what?! but on that rule list it said take pictures? aw sorry  oh well!
Negative,brain freeze!!!!!! now how about a heart freeze? 
Negative,Starving from the morning. Damn
Negative,Called the Game Warden but he wasnt interested in them and to leave them along the road...  Lazy bastard...
Negative,@BrwnsugrDGE yessssss such a dope song....  we dont get music like that anymore
Negative,Heading to see @loverara again...then orientation AM tomorrow-PM Tuesday 
Negative,@Molemurda Yes I am sooo excited. This week wont go by fast enough.. I miss my Partner in Crime 
Negative,Or maybe its the other way around. Europeans showing me how to party 
Negative,Damn work sucks 
Negative,Its raining and my husband leaves at the end of this week  It starting to be a crummy week already.
Negative,So something is wrong with my dog. Staying up all night to watch her and get her to the vet as soon as they open. 
Negative,my stomach hurts 
Negative,IN Jamaica..enjoying the hot sun.....i dont want to leaaaaave 
Negative,@JustJamie i cannot DM u cause u dont follow me  
Negative,poor dinara  well played by kuz though.
Negative,@bec_r oh thats not good hunny 
Negative,Forcing myself to pack because it has to get done and it wont do it itself 
Negative,@amyshell lol.. why do all girls think that when i throw in a cheery heyho  ... no i didn... !!! but u can b if u wanna b ;)
Negative,So sad. Little Oscar has to get his teeth cleaned today. They have to knock him out for it too! 
Negative,Wont have internet all night. 
Negative,hoping my earache stops before i try to go to sleep. i dont remember having them as a kid
Negative,@MGiraudOfficial I wish I could go  
Negative,http://twitpic.com/aqn - I Wanna Miley Cyrus on Brazil  i love u my diva. Miley Rocks!
Negative,@Drakeeeeeeee Hater. Oh hey i read burned and pretty much cried at the end 
Negative,i just remembered i had a dream that i had the prettiest blazers. but i dont 
Negative,@RissEO I was at cape buffalo yesterday for happy hour......we must have just missed each other 
Negative,DAMN IM WATCHIN MAN VS FOOD AND THEYRE IN MY HOMETOWN CHICAGO SHOWIN AN ITALIAN BEEF SANDWICH DAMN I MISS HOME!!  DALLAS FOOD SUCKS
Negative,@ThePattinson hey! can u come back to england please !!! ur english accent is fading   xox
Negative,Really busy
Negative,i never had a cool nickname @ skool
Negative,Early lunch at barrio fiesta. Uhh  more meetings for me. 
Negative,@mileycyrus http://twitpic.com/fzo - ive been hearin some nasty rumours bwt u  dont believe them tho
Negative,still studying. still revising. this never ends. 
Negative,sunburnt!  ow....Gonna lay in the sun again today though 
Negative,@smk coulda called that one... 
Negative,@justmom but I dont.  lately I have good stuff % of the time (summer is the worst for bud bc most dealers leave town &amp; it dries up)
Negative,bored and no plans for tonight
Negative,@evaangelinaxxx Sounds like a good plan - pity Im in the wrong country for that lottery though 
Negative,Somebody broke my camera!!!  http://post.ly/lrT
Negative,Sleepover with my bestie. ...Its the last one before she leaves for college.  So sad!
Negative,what?! i just missed home + away! nooooooooo 
Negative,@Swizzlesqueak  swift recovery!
Negative,Went to Whole Foods finally! never can seem to spend less then $ in that place  made some miso soup hopefully itll help with being sick
Negative,i really really need to win the lottery! Sick of having no cash 
Negative,just slept in for like ever...and ftsk left me a saynow message! im such a loser 
Negative,I love Idle Thumbs for berating the Other M trailer
Negative,A cool afternoon
Negative,Nick Griffin may be hateful
Negative,@JBmyworldxx Is it on YouTube? Cause it wasnt yesterday. 
Negative,@ShaneFilanNL I was born in Ascot! Wish I was there 
Negative,@arabantug Ive been here for a month now. Only joking. Ill be there on tuesday. I miss watching Conan. I dont think its on here 
Negative,@xFIRESPIRITx I liked that movie
Negative,this lady put way too much boba in my smoothie. now I feel sick 
Negative,I miss @AS ... 
Negative,Hates feeling this sick when she has so much work to do 
Negative,@Dailanche Hm
Negative,@sunnydeefan yep
Negative,@capitaln Um...no  We will most likely be inside a lot
Negative,back to work today... Dylans first day at daycare 
Negative,and now i smell pancakes...or maybe toast... or something delicious. but no one is at my place cooking 
Negative,ew  i hope you find an eyeball in your pie.
Negative,Yippe! SOR
Negative,Aww.. poor China peeps cant use Twitter anymore! ... 
Negative,@qichelle  I feel unoriginal now! 
Negative,Im so sad  its ok tho..we r back home satttttttt
Negative,i really need @ignaciavalencia 
Negative,All my dad talks about when we go out to eat is how i have to change my diet. Sorry im fat
Negative,Really Bad Head  Knowing N.M is finished filming is making me impatient for the finished product &gt;
Negative,My sleepiness better not over power my alarm 
Negative,@x_lovelylisa im going to miss him 
Negative,jus woke up my neck hurts from sleeping wrong  aww trisha looks so adorable sleeping LOL
Negative,I also think I have a Twitter crush on @mediaphyter
Negative,I hope my dog is ok  she Id having some issue with her eye. Im really worried
Negative,just dropped them off at the  airport 
Negative,wishing I would know if I have to work my one job today or not. 
Negative,@DA_REAL_HBIC being a real pain when I got home 
Negative,Blogger is down for maintenance 
Negative,@melster_yo I feel bad tht both u and I kno tht song 
Negative,Cat piss on my car cover has ruined the paint on my car! 
Negative,I dont think my new phone likes Twitter.  
Negative,I like going to breakfast on Saturdays
Negative,@rebekahnew shes not even in the final 
Negative,@Hedgeepig #thingsmummysaid  ouch
Negative,Just got home. I wish I had GH:metalica now 
Negative,Homework
Negative,Been up for a long time but been working on stuff for the house we want to sell.  
Negative,@kevmaguire no problem
Negative,I just want to say sorry for how distant Ive been. I dont mean to neglect anyone
Negative,@kirstiealley Hello &amp; glad u r happy girl! lol... Im  as my brother
Negative,why oh why do i wait  until am to sleep when i have to get up for work in a bit 
Negative,Wish I didnt have to work weekends 
Negative,Damn!!! Both the penguins and cavs lost last night  At least the jays won . Two in a row!
Negative,@FrankieTheSats comiserations on the iphone dunk  hope it dries out and works
Negative,@daniboyz Awwww
Negative,@reverieBR bummer   Wish I could get on a list or something for their new books
Negative,This is the saddest movie ever  &lt;
Negative,@curiousillusion Poor Ari!!!  You will have one soon enough!
Negative,@JayistheRealest aww man that sucks. 
Negative,Had a bad dream last night that my dog died.  Had to wake up &amp; hug him.
Negative,omg. i think im twitter addict.noooooo 
Negative,@ttaasshhaa I feel your pain. im so sick of this house! Im so bored too 
Negative,Worst Invention of the day... Spider Missles  
Negative,@amarie I miss his &quot;Im thinking of someone&quot; tweets and his tinks!  Hope he gets back here soon.    We need to talk about Saturday!
Negative,@dicksonchen At least you get to work!!! 
